x1,y1,z1,result
0.0,7.97368421053,12.7346938776,-69.4230286342
0.0,7.97368421053,13.7142857143,-65.9724506237
0.0,7.97368421053,14.693877551,-62.7426302042
0.0,7.97368421053,15.6734693878,-59.7213368161
0.0,7.97368421053,16.6530612245,-56.8957904608
0.0,7.97368421053,17.6326530612,-54.2527425022
0.0,7.97368421053,18.612244898,-51.778558577
0.0,7.97368421053,19.5918367347,-49.4593029283
0.0,7.97368421053,20.5714285714,-47.280823511
0.0,7.97368421053,21.5510204082,-45.2288372458
0.0,7.97368421053,22.5306122449,-43.2890148371
0.0,7.97368421053,23.5102040816,-41.4470646056
0.0,7.97368421053,24.4897959184,-39.6888148183
0.0,7.97368421053,25.4693877551,-38.0002940363
0.0,7.97368421053,26.4489795918,-36.3678090233
0.0,7.97368421053,27.4285714286,-34.7780197933
0.0,7.97368421053,28.4081632653,-33.2180113898
0.0,7.97368421053,29.387755102,-31.6753620187
0.0,7.97368421053,30.3673469388,-30.1382071676
0.0,7.97368421053,31.3469387755,-28.5952993651
0.0,7.97368421053,32.3265306122,-27.0360632482
0.0,7.97368421053,33.306122449,-25.4506456207
0.0,7.97368421053,34.2857142857,-23.8299602048
0.0,7.97368421053,35.2653061224,-22.1657268053
0.0,7.97368421053,36.2448979592,-20.4505046317
0.0,7.97368421053,37.2244897959,-18.6777195497
0.0,7.97368421053,38.2040816327,-16.841685067
0.0,7.97368421053,39.1836734694,-14.9376168973
0.0,7.97368421053,40.1632653061,-12.961640992
0.0,7.97368421053,41.1428571429,-10.9107949801
0.0,7.97368421053,42.1224489796,-8.78302301397
0.0,7.97368421053,43.1020408163,-6.5771640813
0.0,7.97368421053,44.0816326531,-4.29293391114
0.0,7.97368421053,45.0612244898,-1.93090067046
0.0,7.97368421053,46.0408163265,0.507545279178
0.0,7.97368421053,47.0204081633,3.02022722508
0.0,7.97368421053,48.0,5.60422313713
0.0,10.6315789474,0.0,-194.202473941
0.0,10.6315789474,0.979591836735,-186.425632073
0.0,10.6315789474,1.95918367347,-178.905803866
0.0,10.6315789474,2.9387755102,-171.643605348
0.0,10.6315789474,3.91836734694,-164.638684818
0.0,10.6315789474,4.89795918367,-157.889715695
0.0,10.6315789474,5.87755102041,-151.394397538
0.0,10.6315789474,6.85714285714,-145.149465255
0.0,10.6315789474,7.83673469388,-139.15070641
0.0,10.6315789474,8.81632653061,-133.392986433
0.0,10.6315789474,9.79591836735,-127.870281432
0.0,10.6315789474,10.7755102041,-122.575718194
0.0,10.6315789474,11.7551020408,-117.501620926
0.0,10.6315789474,12.7346938776,-112.639564172
0.0,10.6315789474,13.7142857143,-107.980431321
0.0,10.6315789474,14.693877551,-103.514478076
0.0,10.6315789474,15.6734693878,-99.2314002018
0.0,10.6315789474,16.6530612245,-95.120404895
0.0,10.6315789474,17.6326530612,-91.1702850825
0.0,10.6315789474,18.612244898,-87.3694959724
0.0,10.6315789474,19.5918367347,-83.7062331946
0.0,10.6315789474,20.5714285714,-80.1685118839
0.0,10.6315789474,21.5510204082,-76.7442460831
0.0,10.6315789474,22.5306122449,-73.4213278674
0.0,10.6315789474,23.5102040816,-70.1877056205
0.0,10.6315789474,24.4897959184,-67.0314609195
0.0,10.6315789474,25.4693877551,-63.9408835121
0.0,10.6315789474,26.4489795918,-60.9045438963
0.0,10.6315789474,27.4285714286,-57.9113630361
0.0,10.6315789474,28.4081632653,-54.9506787723
0.0,10.6315789474,29.387755102,-52.0123085058
0.0,10.6315789474,30.3673469388,-49.0866077569
0.0,10.6315789474,31.3469387755,-46.1645242211
0.0,10.6315789474,32.3265306122,-43.2376469697
0.0,10.6315789474,33.306122449,-40.2982504623
0.0,10.6315789474,34.2857142857,-37.3393330714
0.0,10.6315789474,35.2653061224,-34.3546498459
0.0,10.6315789474,36.2448979592,-31.3387392767
0.0,10.6315789474,37.2244897959,-28.2869438697
0.0,10.6315789474,38.2040816327,-25.1954243738
0.0,10.6315789474,39.1836734694,-22.061167565
0.0,10.6315789474,40.1632653061,-18.8819875422
0.0,10.6315789474,41.1428571429,-15.6565205534
0.0,10.6315789474,42.1224489796,-12.3842134337
0.0,10.6315789474,43.1020408163,-9.06530580684
0.0,10.6315789474,44.0816326531,-5.70080627181
0.0,10.6315789474,45.0612244898,-2.29246286558
0.0,10.6315789474,46.0408163265,1.15727183619
0.0,10.6315789474,47.0204081633,4.6452805536
0.0,10.6315789474,48.0,8.16782558348
0.0,13.2894736842,0.0,-254.501215022
0.0,13.2894736842,0.979591836735,-245.972761373
0.0,13.2894736842,1.95918367347,-237.650227164
0.0,13.2894736842,2.9387755102,-229.534831941
0.0,13.2894736842,3.91836734694,-221.626992868
0.0,13.2894736842,4.89795918367,-213.926314763
0.0,13.2894736842,5.87755102041,-206.431587188
0.0,13.2894736842,6.85714285714,-199.140788745
0.0,13.2894736842,7.83673469388,-192.051098543
0.0,13.2894736842,8.81632653061,-185.158914789
0.0,13.2894736842,9.79591836735,-178.459880283
0.0,13.2894736842,10.7755102041,-171.948914565
0.0,13.2894736842,11.7551020408,-165.62025236
0.0,13.2894736842,12.7346938776,-159.467487886
0.0,13.2894736842,13.7142857143,-153.483624561
0.0,13.2894736842,14.693877551,-147.661129561
0.0,13.2894736842,15.6734693878,-141.991992664
0.0,13.2894736842,16.6530612245,-136.467788793
0.0,13.2894736842,17.6326530612,-131.079743618
0.0,13.2894736842,18.612244898,-125.818801615
0.0,13.2894736842,19.5918367347,-120.675695929
0.0,13.2894736842,20.5714285714,-115.64101943
0.0,13.2894736842,21.5510204082,-110.705296339
0.0,13.2894736842,22.5306122449,-105.85905381
0.0,13.2894736842,23.5102040816,-101.092892893
0.0,13.2894736842,24.4897959184,-96.397558287
0.0,13.2894736842,25.4693877551,-91.7640063461
0.0,13.2894736842,26.4489795918,-87.1834707892
0.0,13.2894736842,27.4285714286,-82.6475256121
0.0,13.2894736842,28.4081632653,-78.1481447056
0.0,13.2894736842,29.387755102,-73.6777577167
0.0,13.2894736842,30.3673469388,-69.2293017108
0.0,13.2894736842,31.3469387755,-64.7962682243
0.0,13.2894736842,32.3265306122,-60.3727453273
0.0,13.2894736842,33.306122449,-55.9534543514
0.0,13.2894736842,34.2857142857,-51.5337809784
0.0,13.2894736842,35.2653061224,-47.1098004288
0.0,13.2894736842,36.2448979592,-42.6782965399
0.0,13.2894736842,37.2244897959,-38.2367745792
0.0,13.2894736842,38.2040816327,-33.7834676959
0.0,13.2894736842,39.1836734694,-29.317336982
0.0,13.2894736842,40.1632653061,-24.8380651806
0.0,13.2894736842,41.1428571429,-20.3460441518
0.0,13.2894736842,42.1224489796,-15.842356281
0.0,13.2894736842,43.1020408163,-11.328750086
0.0,13.2894736842,44.0816326531,-6.80761035469
0.0,13.2894736842,45.0612244898,-2.28192321354
0.0,13.2894736842,46.0408163265,2.24476340985
0.0,13.2894736842,47.0204081633,6.76838340538
0.0,13.2894736842,48.0,11.2843996081
0.0,15.9473684211,0.0,-319.015554273
0.0,15.9473684211,0.979591836735,-309.704769237
0.0,15.9473684211,1.95918367347,-300.542370733
0.0,15.9473684211,2.9387755102,-291.530202588
0.0,15.9473684211,3.91836734694,-282.669503836
0.0,15.9473684211,4.89795918367,-273.960895706
0.0,15.9473684211,5.87755102041,-265.404374259
0.0,15.9473684211,6.85714285714,-256.999308909
0.0,15.9473684211,7.83673469388,-248.744446939
0.0,15.9473684211,8.81632653061,-240.637924081
0.0,15.9473684211,9.79591836735,-232.677281112
0.0,15.9473684211,10.7755102041,-224.859486349
0.0,15.9473684211,11.7551020408,-217.180963863
0.0,15.9473684211,12.7346938776,-209.637627121
0.0,15.9473684211,13.7142857143,-202.22491774
0.0,15.9473684211,14.693877551,-194.937848957
0.0,15.9473684211,15.6734693878,-187.771053354
0.0,15.9473684211,16.6530612245,-180.718834368
0.0,15.9473684211,17.6326530612,-173.775221036
0.0,15.9473684211,18.612244898,-166.934025434
0.0,15.9473684211,19.5918367347,-160.188902222
0.0,15.9473684211,20.5714285714,-153.533409697
0.0,15.9473684211,21.5510204082,-146.961071755
0.0,15.9473684211,22.5306122449,-140.465440137
0.0,15.9473684211,23.5102040816,-134.040156363
0.0,15.9473684211,24.4897959184,-127.679012741
0.0,15.9473684211,25.4693877551,-121.376011844
0.0,15.9473684211,26.4489795918,-115.125423886
0.0,15.9473684211,27.4285714286,-108.921841425
0.0,15.9473684211,28.4081632653,-102.760230832
0.0,15.9473684211,29.387755102,-96.6359800347
0.0,15.9473684211,30.3673469388,-90.5449420166
0.0,15.9473684211,31.3469387755,-84.4834736466
0.0,15.9473684211,32.3265306122,-78.4484694113
0.0,15.9473684211,33.306122449,-72.4373896989
0.0,15.9473684211,34.2857142857,-66.4482833262
0.0,15.9473684211,35.2653061224,-60.4798040638
0.0,15.9473684211,36.2448979592,-54.5312209831
0.0,15.9473684211,37.2244897959,-48.6024225187
0.0,15.9473684211,38.2040816327,-42.693914219
0.0,15.9473684211,39.1836734694,-36.8068102379
0.0,15.9473684211,40.1632653061,-30.9428187019
0.0,15.9473684211,41.1428571429,-25.1042211731
0.0,15.9473684211,42.1224489796,-19.2938465085
0.0,15.9473684211,43.1020408163,-13.5150394956
0.0,15.9473684211,44.0816326531,-7.77162471916
0.0,15.9473684211,45.0612244898,-2.06786617872
0.0,15.9473684211,46.0408163265,3.59157676253
0.0,15.9473684211,47.0204081633,9.20169647317
0.0,15.9473684211,48.0,14.7571865306
0.0,18.6052631579,0.0,-387.22345645
0.0,18.6052631579,0.979591836735,-377.107421805
0.0,18.6052631579,1.95918367347,-367.076577113
0.0,18.6052631579,2.9387755102,-357.133403416
0.0,18.6052631579,3.91836734694,-347.28000423
0.0,18.6052631579,4.89795918367,-337.518089302
0.0,18.6052631579,5.87755102041,-327.848962307
0.0,18.6052631579,6.85714285714,-318.273512809
0.0,18.6052631579,7.83673469388,-308.792212778
0.0,18.6052631579,8.81632653061,-299.405117856
0.0,18.6052631579,9.79591836735,-290.111873543
0.0,18.6052631579,10.7755102041,-280.91172635
0.0,18.6052631579,11.7551020408,-271.80353993
0.0,18.6052631579,12.7346938776,-262.785816109
0.0,18.6052631579,13.7142857143,-253.856720662
0.0,18.6052631579,14.693877551,-245.014113604
0.0,18.6052631579,15.6734693878,-236.255583721
0.0,18.6052631579,16.6530612245,-227.578486958
0.0,18.6052631579,17.6326530612,-218.979988271
0.0,18.6052631579,18.612244898,-210.457106459
0.0,18.6052631579,19.5918367347,-202.006761468
0.0,18.6052631579,20.5714285714,-193.625823606
0.0,18.6052631579,21.5510204082,-185.311164083
0.0,18.6052631579,22.5306122449,-177.059706266
0.0,18.6052631579,23.5102040816,-168.868477003
0.0,18.6052631579,24.4897959184,-160.734657395
0.0,18.6052631579,25.4693877551,-152.655632339
0.0,18.6052631579,26.4489795918,-144.629038234
0.0,18.6052631579,27.4285714286,-136.652808183
0.0,18.6052631579,28.4081632653,-128.72521412
0.0,18.6052631579,29.387755102,-120.844905244
0.0,18.6052631579,30.3673469388,-113.010942239
0.0,18.6052631579,31.3469387755,-105.222826788
0.0,18.6052631579,32.3265306122,-97.480525912
0.0,18.6052631579,33.306122449,-89.7844907923
0.0,18.6052631579,34.2857142857,-82.13566974
0.0,18.6052631579,35.2653061224,-74.5355151088
0.0,18.6052631579,36.2448979592,-66.9859840028
0.0,18.6052631579,37.2244897959,-59.4895327366
0.0,18.6052631579,38.2040816327,-52.0491050976
0.0,18.6052631579,39.1836734694,-44.6681145585
0.0,18.6052631579,40.1632653061,-37.3504206877
0.0,18.6052631579,41.1428571429,-30.1003000985
0.0,18.6052631579,42.1224489796,-22.9224123713
0.0,18.6052631579,43.1020408163,-15.8217614641
0.0,18.6052631579,44.0816326531,-8.8036532035
0.0,18.6052631579,45.0612244898,-1.87364950641
0.0,18.6052631579,46.0408163265,4.96247996395
0.0,18.6052631579,47.0204081633,11.6988079749
0.0,18.6052631579,48.0,18.3293009807
0.0,21.2631578947,0.0,-458.475960619
0.0,21.2631578947,0.979591836735,-447.540597284
0.0,21.2631578947,1.95918367347,-436.622632787
0.0,21.2631578947,2.9387755102,-425.725190346
0.0,21.2631578947,3.91836734694,-414.85126828
0.0,21.2631578947,4.89795918367,-404.003720422
0.0,21.2631578947,5.87755102041,-393.185238467
0.0,21.2631578947,6.85714285714,-382.39833672
0.0,21.2631578947,7.83673469388,-371.645339693
0.0,21.2631578947,8.81632653061,-360.928372942
0.0,21.2631578947,9.79591836735,-350.249357502
0.0,21.2631578947,10.7755102041,-339.610008216
0.0,21.2631578947,11.7551020408,-329.011836167
0.0,21.2631578947,12.7346938776,-318.45615537
0.0,21.2631578947,13.7142857143,-307.944093774
0.0,21.2631578947,14.693877551,-297.476608564
0.0,21.2631578947,15.6734693878,-287.054505629
0.0,21.2631578947,16.6530612245,-276.678463024
0.0,21.2631578947,17.6326530612,-266.349058118
0.0,21.2631578947,18.612244898,-256.066798082
0.0,21.2631578947,19.5918367347,-245.832153266
0.0,21.2631578947,20.5714285714,-235.645592972
0.0,21.2631578947,21.5510204082,-225.50762305
0.0,21.2631578947,22.5306122449,-215.418824699
0.0,21.2631578947,23.5102040816,-205.379893837
0.0,21.2631578947,24.4897959184,-195.391680329
0.0,21.2631578947,25.4693877551,-185.455226398
0.0,21.2631578947,26.4489795918,-175.571803496
0.0,21.2631578947,27.4285714286,-165.742946943
0.0,21.2631578947,28.4081632653,-155.970487649
0.0,21.2631578947,29.387755102,-146.256580272
0.0,21.2631578947,30.3673469388,-136.60372721
0.0,21.2631578947,31.3469387755,-127.01479788
0.0,21.2631578947,32.3265306122,-117.493042806
0.0,21.2631578947,33.306122449,-108.042102124
0.0,21.2631578947,34.2857142857,-98.666008201
0.0,21.2631578947,35.2653061224,-89.3691821699
0.0,21.2631578947,36.2448979592,-80.1564242776
0.0,21.2631578947,37.2244897959,-71.032898081
0.0,21.2631578947,38.2040816327,-62.0041086202
0.0,21.2631578947,39.1836734694,-53.0758748274
0.0,21.2631578947,40.1632653061,-44.2542965416
0.0,21.2631578947,41.1428571429,-35.5457166047
0.0,21.2631578947,42.1224489796,-26.9566786187
0.0,21.2631578947,43.1020408163,-18.4938810266
0.0,21.2631578947,44.0816326531,-10.1641282543
0.0,21.2631578947,45.0612244898,-1.97427970698
0.0,21.2631578947,46.0408163265,6.06880255233
0.0,21.2631578947,47.0204081633,13.9583065941
0.0,21.2631578947,48.0,21.6875230417
0.0,23.9210526316,0.0,-532.010189361
0.0,23.9210526316,0.979591836735,-520.251086125
0.0,23.9210526316,1.95918367347,-508.438341589
0.0,23.9210526316,2.9387755102,-496.575718133
0.0,23.9210526316,3.91836734694,-484.667125126
0.0,23.9210526316,4.89795918367,-472.716595967
0.0,23.9210526316,5.87755102041,-460.728264818
0.0,23.9210526316,6.85714285714,-448.706343666
0.0,23.9210526316,7.83673469388,-436.655100315
0.0,23.9210526316,8.81632653061,-424.578837934
0.0,23.9210526316,9.79591836735,-412.481876731
0.0,23.9210526316,10.7755102041,-400.368538288
0.0,23.9210526316,11.7551020408,-388.243133034
0.0,23.9210526316,12.7346938776,-376.109951245
0.0,23.9210526316,13.7142857143,-363.973257865
0.0,23.9210526316,14.693877551,-351.837291364
0.0,23.9210526316,15.6734693878,-339.706266699
0.0,23.9210526316,16.6530612245,-327.584382384
0.0,23.9210526316,17.6326530612,-315.475831516
0.0,23.9210526316,18.612244898,-303.38481652
0.0,23.9210526316,19.5918367347,-291.315567271
0.0,23.9210526316,20.5714285714,-279.27236213
0.0,23.9210526316,21.5510204082,-267.259551375
0.0,23.9210526316,22.5306122449,-255.281582401
0.0,23.9210526316,23.5102040816,-243.343026025
0.0,23.9210526316,24.4897959184,-231.448603162
0.0,23.9210526316,25.4693877551,-219.603211119
0.0,23.9210526316,26.4489795918,-207.811948731
0.0,23.9210526316,27.4285714286,-196.080139566
0.0,23.9210526316,28.4081632653,-184.413352444
0.0,23.9210526316,29.387755102,-172.817418543
0.0,23.9210526316,30.3673469388,-161.298444439
0.0,23.9210526316,31.3469387755,-149.86282047
0.0,23.9210526316,32.3265306122,-138.517223909
0.0,23.9210526316,33.306122449,-127.268616559
0.0,23.9210526316,34.2857142857,-116.124236439
0.0,23.9210526316,35.2653061224,-105.091583412
0.0,23.9210526316,36.2448979592,-94.1783987052
0.0,23.9210526316,37.2244897959,-83.3926384074
0.0,23.9210526316,38.2040816327,-72.7424411973
0.0,23.9210526316,39.1836734694,-62.2360906552
0.0,23.9210526316,40.1632653061,-51.8819726685
0.0,23.9210526316,41.1428571429,-41.6885285496
0.0,23.9210526316,42.1224489796,-31.6642045978
0.0,23.9210526316,43.1020408163,-21.8173989225
0.0,23.9210526316,44.0816326531,-12.1564064188
0.0,23.9210526316,45.0612244898,-2.68936283165
0.0,23.9210526316,46.0408163265,6.57581113121
0.0,23.9210526316,47.0204081633,15.6314646795
0.0,23.9210526316,48.0,24.4702698834
0.0,26.5789473684,0.0,-606.97083367
0.0,26.5789473684,0.979591836735,-594.393814183
0.0,26.5789473684,1.95918367347,-581.690444282
0.0,26.5789473684,2.9387755102,-568.865114588
0.0,26.5789473684,3.91836734694,-555.922646139
0.0,26.5789473684,4.89795918367,-542.86826412
0.0,26.5789473684,5.87755102041,-529.707568913
0.0,26.5789473684,6.85714285714,-516.446505251
0.0,26.5789473684,7.83673469388,-503.091330252
0.0,26.5789473684,8.81632653061,-489.648581192
0.0,26.5789473684,9.79591836735,-476.125043816
0.0,26.5789473684,10.7755102041,-462.527721994
0.0,26.5789473684,11.7551020408,-448.863809453
0.0,26.5789473684,12.7346938776,-435.14066424
0.0,26.5789473684,13.7142857143,-421.365786475
0.0,26.5789473684,14.693877551,-407.546799826
0.0,26.5789473684,15.6734693878,-393.691437023
0.0,26.5789473684,16.6530612245,-379.807529579
0.0,26.5789473684,17.6326530612,-365.903001739
0.0,26.5789473684,18.612244898,-351.985868552
0.0,26.5789473684,19.5918367347,-338.064237814
0.0,26.5789473684,20.5714285714,-324.146315493
0.0,26.5789473684,21.5510204082,-310.240414133
0.0,26.5789473684,22.5306122449,-296.354963645
0.0,26.5789473684,23.5102040816,-282.49852377
0.0,26.5789473684,24.4897959184,-268.679797471
0.0,26.5789473684,25.4693877551,-254.907644411
0.0,26.5789473684,26.4489795918,-241.191093715
0.0,26.5789473684,27.4285714286,-227.539355121
0.0,26.5789473684,28.4081632653,-213.961827735
0.0,26.5789473684,29.387755102,-200.468105563
0.0,26.5789473684,30.3673469388,-187.067979106
0.0,26.5789473684,31.3469387755,-173.771432371
0.0,26.5789473684,32.3265306122,-160.588634747
0.0,26.5789473684,33.306122449,-147.529927317
0.0,26.5789473684,34.2857142857,-134.605803325
0.0,26.5789473684,35.2653061224,-121.826882644
0.0,26.5789473684,36.2448979592,-109.203880265
0.0,26.5789473684,37.2244897959,-96.7475689685
0.0,26.5789473684,38.2040816327,-84.4687365261
0.0,26.5789473684,39.1836734694,-72.3781379065
0.0,26.5789473684,40.1632653061,-60.4864431323
0.0,26.5789473684,41.1428571429,-48.8041815518
0.0,26.5789473684,42.1224489796,-37.3416834127
0.0,26.5789473684,43.1020408163,-26.1090197119
0.0,26.5789473684,44.0816326531,-15.1159413647
0.0,26.5789473684,45.0612244898,-4.37181877422
0.0,26.5789473684,46.0408163265,6.11441711274
0.0,26.5789473684,47.0204081633,16.3343311958
0.0,26.5789473684,48.0,26.2800370459
0.0,29.2368421053,0.0,-682.43975145
0.0,29.2368421053,0.979591836735,-669.061136024
0.0,29.2368421053,1.95918367347,-655.483539841
0.0,29.2368421053,2.9387755102,-641.711963097
0.0,29.2368421053,3.91836734694,-627.75212233
0.0,29.2368421053,4.89795918367,-613.610421046
0.0,29.2368421053,5.87755102041,-599.293915259
0.0,29.2368421053,6.85714285714,-584.810274826
0.0,29.2368421053,7.83673469388,-570.167741583
0.0,29.2368421053,8.81632653061,-555.375085321
0.0,29.2368421053,9.79591836735,-540.441558681
